branch_code,city,gender,product_category,unit_price,quantity,total_price,gst,payment_method,rating,date,time,day
DHA_31,Dhanbad,Female,Home Decor,240.11,3.0,720.33,129.66,Credit Card,2.4,,,Thursday
FAR_23,Faridabad,Female,Beverages,624.31,1.0,624.31,112.38,Google Pay,2.9,2025-02-16,02:04:20,Sunday
NOI_40,Noida,Male,Personal Care,207.1,1.0,207.1,37.28,Paytm,4.5,2023-10-17,17:33:07,Tuesday
LUC_10,Lucknow,Male,Dairy Products,364.82,10.0,3648.2,656.68,Mobikwik,2.6,2023-08-17,01:53:18,Thursday
VAS_27,Vasai,Female,Personal Care,27.39,7.0,191.73,34.51,Amazon Pay,4.1,2024-01-12,13:56:11,Friday
RAN_35,Ranchi,Female,Frozen Foods,715.98,4.0,2863.92,515.51,Google Pay,1.3,2024-02-07,01:19:46,Wednesday
NAV_33,Navi Mumbai,Female,Baby Products,375.77,9.0,3381.93,608.75,Cash,3.0,2023-09-24,09:09:10,Sunday
PUN_07,Pune,Female,Electronics,236.37,7.0,1654.59,,Google Pay,1.1,2024-01-06,08:04:10,Saturday
AUR_30,Aurangabad,Male,Dairy Products,786.21,9.0,7075.89,1273.66,PhonePe,4.9,2023-09-05,22:39:02,Tuesday
VAS_27,Vasai,Male,Pet Supplies,337.86,9.0,3040.74,547.33,Cash,2.0,2023-12-09,03:18:39,Saturday
,Thane,Male,Home Decor,83.51,6.0,501.06,90.19,Google Pay,3.0,2023-08-28,01:06:37,Monday
KAL_26,Kalyan,Female,Electronics,939.37,7.0,6575.59,1183.61,Mobikwik,1.1,2025-01-20,04:46:41,Monday
VAD_18,Vadodara,Female,Stationery,755.51,5.0,3777.55,679.96,Amazon Pay,3.9,2024-06-11,23:37:24,Tuesday
GHA_19,Ghaziabad,Female,Pet Supplies,737.45,2.0,1474.9,265.48,Google Pay,4.2,2025-02-23,09:48:34,Sunday
VAS_27,Vasai,Female,Household Items,788.98,3.0,2366.94,426.05,Credit Card,3.8,2024-08-17,23:53:36,Saturday
GHA_19,Ghaziabad,Female,Personal Care,767.81,3.0,2303.43,414.62,Mobikwik,1.6,2024-11-12,15:07:20,Tuesday
SUR_09,Surat,Female,Snacks,919.92,5.0,4599.6,827.93,Paytm,4.6,2025-02-12,11:10:34,Wednesday
NAV_33,Navi Mumbai,Female,Frozen Foods,44.4,3.0,133.2,23.98,Google Pay,2.2,2024-05-05,12:17:00,Sunday
JOD_41,Jodhpur,Male,Electronics,747.36,140.0,622.8,112.1,Debit Card,1.5,2024-08-01,02:21:28,Thursday
AHM_06,Ahmedabad,Male,Clothing,543.02,1.0,543.02,97.74,PhonePe,3.3,2024-09-16,16:13:20,Monday
THA_14,Thane,Male,Dairy Products,658.53,5.0,3292.65,,Google Pay,3.3,2025-05-07,04:02:57,Wednesday
FAR_23,,Female,Clothing,211.42,9.0,1902.78,342.5,Paytm,3.2,2024-02-21,14:19:24,Wednesday
VAD_18,Vadodara,Female,Beverages,666.04,9.0,5994.36,1078.98,Paytm,4.9,2023-08-23,16:12:49,Wednesday
RAI_43,Raipur,Male,Baby Products,368.35,9.0,3315.15,596.73,Google Pay,1.0,2025-02-19,07:06:05,Wednesday
,Visakhapatnam,Male,Stationery,,1.0,425.43,76.58,Google Pay,3.3,2025-07-17,23:04:05,Thursday
BHO_15,Bhopal,Male,Beverages,594.32,3.0,1782.96,320.93,PhonePe,3.1,2024-11-15,16:49:25,Friday
LUC_10,Lucknow,Male,Personal Care,448.85,2.0,897.7,161.59,Cash,4.5,2023-08-29,14:26:43,Tuesday
SUR_09,Surat,Female,Beverages,788.9,7.0,5522.3,994.01,Google Pay,2.8,2023-10-02,07:27:22,
RAN_35,,Male,Personal Care,147.14,2.0,294.28,52.97,,1.2,2023-07-27,07:01:04,Thursday
PAT_17,Patna,Male,Beverages,96.11,5.0,480.55,86.5,Mobikwik,3.2,2024-12-05,,Thursday
VIS_16,Visakhapatnam,Male,Dairy Products,107.78,4.0,431.12,77.6,Paytm,,2024-09-12,19:09:01,Thursday
IND_13,Indore,Male,Baby Products,896.67,1.0,896.67,,Paytm,1.7,2024-08-21,20:37:52,Wednesday
SRI_29,Srinagar,Female,Baby Products,915.87,10.0,9158.7,1648.57,Debit Card,2.3,2024-05-29,14:00:24,Wednesday
AMR_32,Amritsar,Male,Stationery,564.86,9.0,5083.74,915.07,Mobikwik,3.7,2023-12-19,00:41:31,Tuesday
IND_13,Indore,Male,Home Decor,651.99,5.0,3259.95,586.79,PhonePe,2.1,2025-07-01,10:36:40,Tuesday
AUR_30,Aurangabad,Female,Health & Wellness,98.91,10.0,989.1,178.04,Mobikwik,2.4,2024-09-16,19:19:34,Monday
,Hubli–Dharwad,Male,Frozen Foods,641.38,4.0,2565.52,,Amazon Pay,3.0,2024-10-21,13:22:35,Monday
SRI_29,Srinagar,Male,,189.52,5.0,,170.57,Paytm,3.4,,10:57:47,Monday
HYD_05,Hyderabad,Male,Fruits & Vegetables,49.85,2.0,99.7,17.95,Mobikwik,2.3,2025-05-25,22:23:15,Sunday
,Raipur,Female,Sports Equipment,809.2,4.0,3236.8,582.62,Debit Card,4.2,2024-01-07,17:32:02,Sunday
VAR_28,Varanasi,Female,Home Decor,530.82,6.0,,573.29,Credit Card,2.7,2025-01-01,05:10:02,Wednesday
RAI_43,Raipur,Female,Pet Supplies,150.45,9.0,1354.05,243.73,Amazon Pay,2.6,2024-06-04,15:16:07,Tuesday
SOL_46,Solapur,Male,Beverages,132.25,5.0,661.25,119.02,PhonePe,1.9,2024-03-03,,Sunday
AMR_32,Amritsar,Male,Personal Care,504.14,8.0,4033.12,725.96,Credit Card,4.3,2024-04-21,08:05:12,Sunday
,Aurangabad,Male,Frozen Foods,576.84,10.0,5768.4,1038.31,Paytm,1.2,2025-06-05,18:56:50,Thursday
JOD_41,Jodhpur,Female,Home Decor,509.83,9.0,4588.47,825.92,Credit Card,4.6,2024-05-17,22:41:48,Friday
GUW_44,Guwahati,Female,Dairy Products,93.95,5.0,469.75,84.55,Amazon Pay,2.8,2023-08-19,17:21:56,Saturday
DEL_00,Delhi,Female,Bakery,277.51,9.0,2497.59,449.57,Mobikwik,2.7,2025-02-20,,Thursday
CHE_03,Chennai,,Dairy Products,580.8,3.0,1742.4,313.63,Amazon Pay,4.8,2024-08-15,05:09:34,Thursday
HOW_36,Howrah,Female,Bakery,883.12,4.0,3532.48,635.85,Debit Card,1.8,2023-12-13,21:28:08,Wednesday
RAJ_25,Rajkot,Male,Dairy Products,,1.0,886.59,159.59,Amazon Pay,1.1,2024-04-25,09:14:30,Thursday
KAN_11,,Male,Electronics,213.02,6.0,1278.12,230.06,Google Pay,3.1,,04:11:11,Wednesday
KAN_11,Kanpur,Male,Beverages,733.96,2.0,1467.92,264.23,Cash,3.1,2023-09-12,10:38:07,Tuesday
BAN_04,Bangalore,Female,Dairy Products,172.64,8.0,1381.12,248.6,,4.2,2024-11-17,,Sunday
CHE_03,Chennai,Male,Clothing,387.56,10.0,3875.6,697.61,Debit Card,2.6,2024-09-20,18:24:09,Friday
NAG_12,Nagpur,Female,Clothing,415.87,2.0,,,Cash,1.8,2025-07-05,20:57:50,Saturday
BHO_15,Bhopal,Female,Dairy Products,572.04,8.0,4576.32,823.74,,,,19:13:49,Friday
DEL_00,Delhi,Female,,221.68,6.0,1330.08,239.41,Mobikwik,4.3,2024-02-13,04:34:55,Tuesday
MAD_42,Madurai,Female,Bakery,150.66,9.0,1355.94,244.07,Credit Card,2.2,2024-08-11,13:37:44,Sunday
VIS_16,Visakhapatnam,Male,Household Items,771.02,5.0,3855.1,693.92,,4.7,2023-09-08,13:36:03,Friday
CHA_45,Chandigarh,,Baby Products,,10.0,,602.05,Google Pay,1.3,2024-10-11,00:07:00,Friday
JOD_41,Jodhpur,Male,Frozen Foods,260.51,9.0,2344.59,422.03,Cash,2.7,2025-04-21,13:02:17,Monday
AUR_30,Aurangabad,Male,Pet Supplies,221.12,5.0,,199.01,PhonePe,1.9,2024-10-14,03:50:23,Monday
NAS_22,Nashik,Male,Sports Equipment,840.6,8.0,6724.8,1210.46,Google Pay,1.8,2024-01-07,23:01:09,Sunday
RAN_35,Ranchi,Female,Home Decor,422.8,9.0,3805.2,684.94,Cash,4.4,2024-11-29,09:45:31,Friday
GWA_39,Gwalior,Male,Electronics,386.47,8.0,3091.76,556.52,PhonePe,1.6,2024-12-28,14:23:13,Saturday
PAT_17,Patna,Male,Baby Products,22.17,5.0,110.85,,Paytm,3.9,,16:19:12,Tuesday
PAT_17,Patna,Female,Sports Equipment,462.15,5.0,2310.75,415.94,Debit Card,2.3,2025-06-12,09:16:22,Thursday
AMR_32,Amritsar,Male,Home Decor,284.82,1.0,284.82,51.27,,2.9,2025-05-18,10:02:33,Sunday
NOI_40,Noida,Male,Clothing,872.52,2.0,1745.04,314.11,PhonePe,1.7,2024-06-30,05:05:44,Sunday
,Ahmedabad,Female,Clothing,799.57,4.0,3198.28,575.69,PhonePe,1.8,2025-01-09,05:58:19,Thursday
BHO_15,Bhopal,Male,Sports Equipment,427.54,7.0,2992.78,,PhonePe,4.1,2023-08-16,05:37:03,Wednesday
RAI_43,Raipur,Male,Health & Wellness,232.76,7.0,1629.32,293.28,PhonePe,2.0,2023-12-14,,Thursday
GUW_44,,Female,Personal Care,648.19,5.0,3240.95,583.37,Debit Card,1.3,2023-10-17,07:55:26,Tuesday
SUR_09,Surat,Male,,99.44,3.0,298.32,53.7,Credit Card,3.8,2025-01-06,19:52:24,
SOL_46,Solapur,Male,,,10.0,1543.8,277.88,PhonePe,3.6,2024-07-14,21:17:53,
SRI_29,Srinagar,Female,Sports Equipment,678.88,2.0,1357.76,244.4,Cash,1.4,2024-02-02,21:18:30,Friday
HYD_05,,Female,Sports Equipment,930.65,10.0,9306.5,1675.17,Amazon Pay,4.5,2024-07-20,05:49:54,Saturday
MUM_01,Mumbai,Female,Baby Products,148.16,6.0,888.96,160.01,Mobikwik,1.4,2024-03-15,17:51:42,Friday
COI_37,Coimbatore,Female,Home Decor,604.13,,604.13,108.74,Google Pay,2.0,2025-01-24,00:15:24,Friday
HOW_36,Howrah,Male,Clothing,401.84,1.0,401.84,72.33,Amazon Pay,2.9,2025-07-06,20:18:36,Sunday
RAJ_25,Rajkot,Female,,,1.0,294.43,53.0,Amazon Pay,5.0,2024-05-28,16:35:33,Tuesday
AMR_32,Amritsar,Male,Pet Supplies,742.88,,,267.44,Debit Card,3.4,2024-07-25,16:52:17,Thursday
HUB_47,Hubli–Dharwad,Female,Bakery,842.35,9.0,7581.15,1364.61,Paytm,,2023-10-08,10:00:20,Sunday
KAN_11,Kanpur,Female,Frozen Foods,934.92,6.0,5609.52,1009.71,Credit Card,3.1,2023-08-29,17:26:56,
AMR_32,Amritsar,Female,Electronics,943.77,8.0,7550.16,1359.03,Paytm,1.1,2024-01-02,21:15:05,Tuesday
AGR_21,Agra,Female,Stationery,397.22,5.0,1986.1,357.5,Debit Card,2.5,2024-04-04,14:22:15,Thursday
GHA_19,Ghaziabad,Female,Home Decor,201.87,10.0,2018.7,363.37,Cash,4.8,2025-07-19,12:45:13,Saturday
BHO_15,Bhopal,Male,Personal Care,791.72,4.0,3166.88,570.04,PhonePe,3.3,2024-07-16,04:59:44,Tuesday
KAL_26,Kalyan,Male,Clothing,610.16,10.0,6101.6,1098.29,Credit Card,1.9,2023-09-25,18:25:21,Monday
DHA_31,Dhanbad,Male,Bakery,820.53,4.0,3282.12,590.78,Cash,2.3,2024-05-18,15:31:46,Saturday
KAN_11,Kanpur,Male,Snacks,820.06,6.0,4920.36,885.66,Debit Card,3.1,2025-07-09,14:33:00,Wednesday
,,,Bakery,801.0,4.0,3204.0,576.72,Google Pay,2.9,2024-06-15,07:53:04,Saturday
RAJ_25,,Male,Sports Equipment,114.41,,228.82,41.19,Cash,3.3,2023-12-29,10:29:44,Friday
KAL_26,Kalyan,Male,Fruits & Vegetables,423.87,1.0,423.87,,Google Pay,4.5,2024-10-15,09:20:38,Tuesday
VAS_27,Vasai,,Dairy Products,825.16,2.0,1650.32,297.06,Credit Card,3.4,2025-04-20,03:51:36,Sunday
RAN_35,Ranchi,Male,Dairy Products,177.22,1.0,177.22,31.9,Amazon Pay,2.2,2025-01-02,21:18:51,Thursday
GUW_44,,Female,Fruits & Vegetables,479.67,2.0,959.34,,Paytm,1.4,2024-11-23,20:28:23,Saturday
MAD_42,Madurai,Male,Stationery,417.95,1.0,417.95,75.23,Google Pay,2.1,2025-05-31,21:18:10,Saturday
FAR_23,Faridabad,,Personal Care,232.47,9.0,2092.23,376.6,Paytm,3.1,2024-06-09,11:03:21,Sunday
JAI_08,Jaipur,Female,Bakery,4372.200000000001,14.0,364.35,65.58,Mobikwik,3.1,2025-05-08,10:36:33,Thursday
LUC_10,Lucknow,Male,Electronics,,9.0,640.62,115.31,Amazon Pay,,2024-04-05,21:47:04,
FAR_23,Faridabad,Male,Snacks,852.12,,852.12,153.38,PhonePe,1.6,2023-10-09,05:44:20,Monday
DEL_00,Delhi,Female,Frozen Foods,677.76,9.0,6099.84,1097.97,Debit Card,1.2,2025-02-17,12:54:13,Monday
SUR_09,Surat,Female,Health & Wellness,95.34,9.0,858.06,154.45,Mobikwik,4.4,2024-07-30,05:16:54,Tuesday
VIS_16,Visakhapatnam,Female,Home Decor,95.6,10.0,956.0,172.08,Credit Card,1.8,,03:01:10,Friday
MEE_24,Meerut,Female,Beverages,35.18,9.0,316.62,56.99,PhonePe,2.1,2023-12-16,16:36:21,Saturday
AHM_06,Ahmedabad,Female,Pet Supplies,291.24,1.0,291.24,52.42,Amazon Pay,4.8,2025-02-12,17:26:54,Wednesday
,Agra,Female,Frozen Foods,341.22,6.0,2047.32,368.52,Mobikwik,2.4,2024-06-17,11:35:16,Monday
HUB_47,Hubli–Dharwad,Female,Beverages,439.24,10.0,4392.4,790.63,Paytm,4.3,2024-10-13,03:07:35,Sunday
NAG_12,Nagpur,Female,Health & Wellness,180.51,,361.02,64.98,Cash,4.2,2025-01-27,01:20:50,Monday
FAR_23,,Female,,367.06,5.0,1835.3,330.35,Debit Card,,2025-02-01,16:56:27,Saturday
AHM_06,Ahmedabad,Female,Frozen Foods,560.48,9.0,5044.32,907.98,PhonePe,4.8,,10:58:53,Saturday
AHM_06,Ahmedabad,Female,Household Items,24.79,6.0,148.74,26.77,Debit Card,4.6,2025-06-08,16:47:50,Sunday
,Amritsar,Male,Bakery,,4.0,2317.84,417.21,,1.9,2024-04-21,13:24:07,Sunday
KAN_11,Kanpur,Male,Frozen Foods,247.43,10.0,2474.3,445.37,Google Pay,1.5,2023-12-26,23:18:37,Tuesday
FAR_23,Faridabad,Female,Personal Care,743.18,7.0,5202.26,936.41,Google Pay,3.7,2024-12-26,23:13:22,Thursday
,Meerut,Male,Bakery,324.48,4.0,1297.92,233.63,Amazon Pay,4.8,2024-08-09,19:58:14,Friday
NAG_12,Nagpur,Female,Stationery,181.67,5.0,908.35,163.5,PhonePe,2.7,2025-06-28,19:27:30,Saturday
NAG_12,Nagpur,Male,Dairy Products,153.92,4.0,615.68,110.82,Amazon Pay,2.8,,23:19:18,Friday
DHA_31,Dhanbad,Female,Pet Supplies,238.76,6.0,1432.56,257.86,Amazon Pay,4.8,2024-04-22,14:09:59,Monday
BAN_04,Bangalore,Female,Clothing,90.81,,90.81,16.35,Mobikwik,4.5,2024-02-29,23:01:10,Thursday
MUM_01,Mumbai,Female,Health & Wellness,181.18,8.0,1449.44,260.9,Amazon Pay,2.0,2024-12-16,05:18:45,Monday
BAN_04,Bangalore,Male,Electronics,926.35,8.0,7410.8,1333.94,,1.6,2025-05-21,03:35:41,Wednesday
DHA_31,,Male,Pet Supplies,784.64,10.0,7846.4,1412.35,Google Pay,3.9,2025-04-10,12:08:30,Thursday
HYD_05,Hyderabad,Female,Fruits & Vegetables,40.03,2.0,80.06,14.41,Mobikwik,4.2,2025-05-19,23:45:05,Monday
RAN_35,Ranchi,Male,Pet Supplies,259.91,6.0,1559.46,280.7,PhonePe,1.1,2023-09-02,22:09:58,Saturday
CHE_03,Chennai,Male,Bakery,303.65,1.0,303.65,54.66,PhonePe,2.3,2024-03-25,,Monday
KAL_26,Kalyan,Female,,173.51,1.0,173.51,31.23,Paytm,4.3,2023-11-03,06:21:31,Friday
JAI_08,Jaipur,Male,Sports Equipment,114.38,3.0,343.14,61.77,Credit Card,2.0,2024-12-08,01:19:49,Sunday
RAI_43,Raipur,Male,Bakery,290.79,6.0,1744.74,314.05,PhonePe,4.9,2023-11-19,18:39:44,Sunday
VAD_18,Vadodara,Female,,719.52,4.0,2878.08,518.05,PhonePe,1.5,2023-09-13,11:21:39,Wednesday
JOD_41,Jodhpur,Male,Health & Wellness,578.88,9.0,5209.92,937.79,Debit Card,3.7,2025-02-11,16:38:17,Tuesday
SUR_09,Surat,Male,Fruits & Vegetables,,5.0,4095.45,,Google Pay,1.7,2024-04-26,23:27:22,Friday
MEE_24,Meerut,Male,Beverages,576.14,4.0,2304.56,414.82,Credit Card,2.7,2023-08-10,19:12:38,
VAD_18,Vadodara,Female,Baby Products,81.81,2.0,163.62,29.45,Amazon Pay,1.5,2024-05-22,10:45:04,Wednesday
PUN_07,Pune,Female,Clothing,980.12,5.0,4900.6,882.11,Cash,1.1,2024-07-07,17:03:32,Sunday
SRI_29,Srinagar,Female,Electronics,199.03,,1990.3,358.25,Amazon Pay,2.6,2023-12-18,16:13:42,Monday
NAV_33,Navi Mumbai,Female,Electronics,504.22,3.0,1512.66,272.28,Amazon Pay,2.9,2025-07-14,20:26:13,Monday
COI_37,Coimbatore,Male,Snacks,307.04,8.0,2456.32,442.14,PhonePe,3.3,2025-04-28,16:56:06,Monday
AHM_06,Ahmedabad,Female,,119.31,8.0,954.48,171.81,Debit Card,5.0,2024-10-18,04:56:22,Friday
GHA_19,Ghaziabad,Female,Baby Products,807.01,2.0,1614.02,290.52,Credit Card,4.3,2023-12-13,11:16:41,Wednesday
CHE_03,Chennai,Male,Beverages,187.17,6.0,1123.02,202.14,PhonePe,2.4,2023-09-23,23:53:18,Saturday
,Nagpur,Male,Electronics,126.12,5.0,630.6,113.51,,4.6,2024-11-21,05:25:40,Thursday
LUC_10,Lucknow,Female,Clothing,782.78,7.0,5479.46,986.3,Mobikwik,1.1,2023-12-11,10:01:15,Monday
HYD_05,Hyderabad,Male,Bakery,84.94,3.0,,45.87,Credit Card,1.3,2024-10-01,22:14:59,Tuesday
LUD_20,Ludhiana,Female,Pet Supplies,801.04,3.0,2403.12,432.56,Paytm,3.3,2024-06-16,18:19:44,Sunday
GWA_39,Gwalior,Female,Home Decor,824.4,2.0,1648.8,296.78,Google Pay,4.5,2024-05-04,21:20:34,Saturday
HYD_05,Hyderabad,,Electronics,87.64,9.0,788.76,,Debit Card,1.1,2024-08-18,09:36:48,Sunday
CHE_03,Chennai,Male,Home Decor,881.57,,881.57,158.68,Cash,3.5,,,Thursday
AGR_21,Agra,Male,Sports Equipment,70.44,10.0,704.4,126.79,Amazon Pay,4.3,2025-02-06,16:46:22,Thursday
SUR_09,Surat,Male,Fruits & Vegetables,561.52,6.0,3369.12,606.44,Mobikwik,3.6,2025-06-01,23:56:09,Sunday
KAN_11,Kanpur,Female,Frozen Foods,839.96,2.0,1679.92,302.39,Credit Card,4.1,2023-08-04,21:17:00,Friday
ALL_34,Allahabad,,Home Decor,8182.92,98.0,4773.37,859.21,,2.2,2023-10-08,15:31:05,Sunday
NAV_33,Navi Mumbai,Female,Baby Products,355.07,6.0,2130.42,383.48,Paytm,3.7,2024-12-26,11:10:35,Thursday
VAR_28,Varanasi,Male,Home Decor,344.28000000000003,14.0,28.69,5.16,Amazon Pay,2.9,2023-12-19,03:53:26,Tuesday
COI_37,Coimbatore,Male,Personal Care,186.28,6.0,1117.68,201.18,Mobikwik,3.7,2025-03-18,00:00:55,Tuesday
CHE_03,Chennai,Male,Health & Wellness,701.72,5.0,3508.6,631.55,Cash,2.3,2024-06-15,03:57:12,Saturday
JAB_38,Jabalpur,Male,Stationery,819.92,8.0,6559.36,1180.68,Paytm,2.4,2025-02-10,09:29:01,Monday
FAR_23,Faridabad,Female,Baby Products,218.48,5.0,1092.4,196.63,Google Pay,2.6,2024-10-12,03:07:30,Saturday
HOW_36,Howrah,Female,Pet Supplies,478.49,,4306.41,775.15,Amazon Pay,3.5,2024-09-16,20:12:48,Monday
AMR_32,Amritsar,Female,Pet Supplies,625.91,9.0,5633.19,1013.97,Paytm,2.6,2024-08-25,15:05:33,
RAI_43,Raipur,Female,Personal Care,786.18,8.0,6289.44,1132.1,Google Pay,2.1,2025-03-08,10:52:33,Saturday
CHE_03,Chennai,Male,Personal Care,468.85,9.0,,759.54,Debit Card,2.9,2023-12-23,00:46:17,Saturday
COI_37,Coimbatore,Female,Home Decor,181.44,4.0,725.76,130.64,,4.7,2023-09-28,09:07:57,Thursday
MUM_01,Mumbai,Male,Health & Wellness,834.66,7.0,5842.62,1051.67,,5.0,2025-01-10,23:55:58,Friday
SRI_29,Srinagar,Male,Beverages,984.41,1.0,984.41,177.19,Cash,1.9,2024-01-10,22:35:50,Wednesday
RAI_43,Raipur,Male,Frozen Foods,150.02,8.0,1200.16,216.03,,1.4,2025-06-11,16:45:26,Wednesday
GHA_19,Ghaziabad,Female,Beverages,516.09,9.0,4644.81,836.07,Paytm,3.4,2024-10-26,16:57:18,Saturday
MEE_24,Meerut,Male,Fruits & Vegetables,920.97,,6446.79,1160.42,Amazon Pay,1.1,2024-01-09,09:40:54,Tuesday
BAN_04,Bangalore,Male,Baby Products,169.36,8.0,1354.88,,Mobikwik,1.7,2025-06-26,15:22:37,Thursday
BAN_04,Bangalore,Male,Pet Supplies,356.19,10.0,,641.14,PhonePe,2.4,2024-01-16,,Tuesday
MUM_01,Mumbai,Male,Stationery,449.4,1.0,449.4,80.89,Google Pay,2.9,2024-12-22,07:35:32,Sunday
,Jodhpur,Female,Household Items,636.3,4.0,2545.2,458.14,Credit Card,3.3,2023-09-12,10:08:32,Tuesday
KAL_26,Kalyan,,Snacks,564.46,1.0,564.46,101.6,Amazon Pay,1.6,2024-12-05,23:36:40,Thursday
HYD_05,Hyderabad,Male,Baby Products,,6.0,1943.4,349.81,Paytm,4.0,2024-03-06,22:01:58,Wednesday
,Raipur,Male,Stationery,545.15,9.0,4906.35,883.14,Debit Card,4.7,2024-11-23,22:01:26,Saturday
GUW_44,Guwahati,Male,Fruits & Vegetables,159.97,5.0,799.85,143.97,Mobikwik,,2024-12-11,22:34:39,Wednesday
MUM_01,Mumbai,Male,Baby Products,101.33,8.0,810.64,145.92,Cash,4.3,2025-03-07,03:46:57,
GWA_39,Gwalior,Male,Frozen Foods,133.14,4.0,532.56,95.86,Amazon Pay,1.3,2024-08-09,22:17:13,Friday
VAD_18,Vadodara,Male,Pet Supplies,429.23,4.0,1716.92,309.05,Debit Card,4.3,2024-09-16,10:12:01,Monday
GUW_44,Guwahati,Male,Home Decor,797.39,3.0,2392.17,430.59,Debit Card,3.3,2024-01-26,11:15:56,Friday
MEE_24,Meerut,Male,Household Items,113.6,9.0,1022.4,184.03,Debit Card,1.4,2024-05-04,20:31:36,
SUR_09,Surat,Female,,969.02,4.0,3876.08,697.69,Paytm,4.1,2023-10-20,20:30:35,Friday
JAI_08,Jaipur,Male,Beverages,151.66,1.0,151.66,27.3,Credit Card,1.5,2025-04-08,05:07:42,
RAI_43,Raipur,Male,Fruits & Vegetables,864.9,2.0,1729.8,311.36,PhonePe,1.4,2024-01-24,06:54:07,Wednesday
,Kanpur,Female,Household Items,346.81,4.0,1387.24,249.7,Paytm,1.5,2025-06-18,23:31:40,Wednesday
,Meerut,Female,Snacks,717.91,6.0,4307.46,,Paytm,3.2,2024-03-16,06:29:46,Saturday
VIS_16,Visakhapatnam,Male,Electronics,94.77,3.0,284.31,51.18,Paytm,,2024-12-13,11:03:40,Friday
VIS_16,Visakhapatnam,Male,Sports Equipment,833.07,3.0,2499.21,449.86,Amazon Pay,2.0,2024-05-24,08:06:58,Friday
DEL_00,Delhi,Male,Home Decor,229.47,10.0,2294.7,413.05,Debit Card,1.7,2025-04-29,17:03:20,Tuesday
LUD_20,Ludhiana,Male,,785.66,5.0,,707.09,PhonePe,1.1,2024-10-01,,Tuesday
AGR_21,Agra,,Snacks,435.91,10.0,4359.1,784.64,Mobikwik,1.1,2025-04-13,,Sunday
LUD_20,Ludhiana,Female,Snacks,150.13,5.0,750.65,135.12,Debit Card,3.9,2023-12-30,19:45:40,Saturday
VIS_16,Visakhapatnam,Male,Personal Care,496.84,4.0,1987.36,357.72,Google Pay,3.2,2024-09-21,01:39:36,Saturday
RAI_43,Raipur,Female,Stationery,159.27,2.0,318.54,57.34,Cash,4.8,2024-12-20,00:01:54,Friday
GWA_39,Gwalior,Male,Pet Supplies,373.16,3.0,1119.48,201.51,Mobikwik,3.3,2024-05-19,03:03:05,Sunday
IND_13,Indore,Male,Personal Care,980.28,5.0,4901.4,,PhonePe,1.7,2023-07-27,06:57:41,Thursday
NAV_33,Navi Mumbai,Male,Stationery,756.34,4.0,3025.36,544.56,Amazon Pay,2.8,2023-07-27,10:21:50,Thursday
,Ghaziabad,Female,Pet Supplies,184.31,1.0,184.31,33.18,Google Pay,5.0,2023-10-05,22:58:07,Thursday
KAN_11,Kanpur,Female,Bakery,159.04,1.0,159.04,28.63,,4.0,2025-06-19,11:50:16,Thursday
,Chandigarh,Male,Pet Supplies,,6.0,4425.48,796.59,Credit Card,3.0,2025-02-05,08:11:36,Wednesday
BAN_04,,,Sports Equipment,337.11,8.0,2696.88,485.44,Paytm,1.7,2024-09-14,10:35:21,Saturday
LUC_10,Lucknow,Female,Dairy Products,587.97,,1175.94,211.67,Paytm,2.0,2023-07-27,06:57:10,Thursday
IND_13,Indore,Female,Snacks,386.29,6.0,2317.74,417.19,Credit Card,4.1,2025-04-28,01:50:48,Monday
GHA_19,Ghaziabad,Male,Electronics,914.56,3.0,2743.68,493.86,Paytm,1.5,2024-04-20,23:27:47,Saturday
NOI_40,Noida,Male,Home Decor,236.42,3.0,709.26,127.67,Cash,3.7,2024-12-28,14:53:03,Saturday
BAN_04,,Male,,202.81,9.0,1825.29,328.55,PhonePe,4.1,2025-02-18,02:25:16,Tuesday
BHO_15,Bhopal,Male,Snacks,304.85,3.0,914.55,164.62,Paytm,4.4,2025-03-03,21:15:48,
SRI_29,Srinagar,Female,,132.06,,,23.77,Amazon Pay,,2023-09-02,00:29:34,Saturday
LUC_10,Lucknow,Male,Home Decor,6464.039999999999,84.0,3232.02,581.76,Paytm,3.4,2024-09-17,01:15:40,Tuesday
CHA_45,Chandigarh,Male,Sports Equipment,538.67,5.0,2693.35,484.8,Amazon Pay,3.1,2025-01-10,04:34:57,Friday
KOL_02,Kolkata,Female,Health & Wellness,542.24,8.0,4337.92,780.83,Google Pay,3.5,2023-09-13,17:00:46,Wednesday
LUC_10,Lucknow,Male,Bakery,913.54,2.0,1827.08,328.87,Mobikwik,3.7,2023-09-01,14:07:11,Friday
JAB_38,Jabalpur,Female,Dairy Products,98.1,6.0,588.6,105.95,Mobikwik,2.7,,21:47:39,Wednesday
JAI_08,Jaipur,Female,Home Decor,,4.0,2386.36,429.54,Amazon Pay,4.0,2024-01-20,22:35:46,Saturday
HYD_05,Hyderabad,Male,Health & Wellness,887.3,1.0,887.3,159.71,Credit Card,3.5,2024-12-21,10:28:44,Saturday
BAN_04,Bangalore,,Sports Equipment,52.38,2.0,104.76,18.86,Mobikwik,4.5,2025-06-22,13:03:16,Sunday
SRI_29,Srinagar,Female,Fruits & Vegetables,294.95,,589.9,,Paytm,3.6,,17:49:07,Tuesday
KAL_26,Kalyan,,Home Decor,648.99,3.0,1946.97,350.45,Amazon Pay,1.5,2024-12-22,18:02:06,Sunday
