Unnamed: 0,branch_code,city,gender,product_category,unit_price,quantity,total_price,gst,payment_method,rating,date,time,day
26391,IND_13,Indore,Female,Electronics,657.48,8.0,5259.84,946.77,Google Pay,2.8,2024-07-27,09:44:05,Saturday
26392,HOW_36,Howrah,Female,Beverages,350.27,4.0,1401.08,252.19,Cash,1.6,2024-02-06,00:22:01,Tuesday
26393,SUR_09,Surat,Female,Frozen Foods,764.31,8.0,6114.48,,Amazon Pay,3.5,2023-12-25,12:51:15,Monday
26394,KOL_02,,,Stationery,970.02,8.0,7760.16,1396.83,Paytm,3.5,2024-06-22,02:19:31,Saturday
26395,KAL_26,Kalyan,Female,Sports Equipment,,56.0,3251.92,585.35,PhonePe,,2023-11-01,,Wednesday
26396,JAB_38,Jabalpur,Male,Bakery,529.12,8.0,4232.96,761.93,Paytm,1.4,2024-08-06,12:46:58,Tuesday
26397,PUN_07,Pune,Male,Personal Care,624.96,6.0,3749.76,674.96,Mobikwik,,2024-01-03,03:59:59,
26398,JAB_38,Jabalpur,Male,Personal Care,747.44,8.0,5979.52,1076.31,Google Pay,3.2,2025-04-07,22:06:59,Monday
26399,,Jaipur,Male,,751.62,2.0,1503.24,270.58,Google Pay,4.7,,16:58:42,Saturday
26400,CHE_03,Chennai,Male,Home Decor,967.22,1.0,967.22,174.1,,3.7,2023-12-17,18:39:41,Sunday
26401,AUR_30,Aurangabad,Male,Snacks,727.79,2.0,1455.58,262.0,Cash,4.7,2025-01-05,09:57:50,Sunday
26402,NOI_40,Noida,Female,Household Items,636.55,4.0,2546.2,458.32,,2.7,2025-03-30,00:48:49,Sunday
26403,,Agra,Female,Personal Care,195.79,4.0,783.16,140.97,PhonePe,2.0,2024-01-11,01:51:25,Thursday
26404,VAR_28,Varanasi,Female,Clothing,709.91,1.0,709.91,127.78,PhonePe,1.3,2023-09-23,,Saturday
26405,AHM_06,Ahmedabad,Female,Snacks,681.09,4.0,2724.36,490.38,Mobikwik,4.5,2024-07-09,05:56:49,Tuesday
26406,KAN_11,Kanpur,Male,Clothing,295.0,4.0,1180.0,212.4,Amazon Pay,4.2,2025-03-10,01:42:43,
26407,AUR_30,Aurangabad,Male,Fruits & Vegetables,323.95,9.0,2915.55,524.8,PhonePe,2.3,2025-05-15,01:13:18,
26408,MAD_42,Madurai,,Stationery,458.28,9.0,4124.52,742.41,Paytm,1.8,2025-01-28,19:40:48,Tuesday
26409,MEE_24,Meerut,Male,Baby Products,265.12,8.0,2120.96,381.77,Paytm,2.2,2025-01-08,15:19:40,Wednesday
26410,KAL_26,Kalyan,,,838.33,2.0,1676.66,301.8,Amazon Pay,3.3,2024-05-31,01:18:33,Friday
26411,LUD_20,Ludhiana,Male,,961.53,7.0,6730.71,1211.53,Cash,1.0,2024-09-11,17:21:39,Wednesday
26412,PAT_17,Patna,Male,Health & Wellness,571.02,5.0,2855.1,,PhonePe,1.5,,19:26:12,Thursday
26413,PAT_17,Patna,Female,Clothing,285.4,5.0,1427.0,256.86,Cash,4.4,2024-02-08,08:03:27,
26414,RAI_43,Raipur,Male,Frozen Foods,290.8,10.0,2908.0,,Mobikwik,2.2,2025-03-07,14:55:40,Friday
26415,IND_13,Indore,Female,Dairy Products,647.22,2.0,1294.44,233.0,Mobikwik,1.5,2025-02-21,10:37:31,Friday
26416,VIS_16,Visakhapatnam,Male,Pet Supplies,696.92,5.0,,627.23,Google Pay,2.2,2023-08-26,16:28:38,Saturday
26417,AGR_21,Agra,Female,Dairy Products,944.16,4.0,3776.64,679.8,Cash,2.7,,05:41:56,Wednesday
26418,BHO_15,Bhopal,Male,Sports Equipment,9655.68,140.0,8046.4,1448.35,PhonePe,2.3,2024-07-24,01:49:51,Wednesday
26419,HUB_47,Hubli–Dharwad,Female,Snacks,721.64,4.0,2886.56,519.58,Mobikwik,,2024-09-09,10:21:57,Monday
26420,NAV_33,Navi Mumbai,Female,Snacks,266.39,5.0,1331.95,239.75,Debit Card,2.3,2024-12-24,17:09:59,Tuesday
26421,CHA_45,Chandigarh,Male,Home Decor,960.36,5.0,4801.8,864.32,PhonePe,3.0,2023-08-06,23:37:52,Sunday
26422,CHE_03,Chennai,Female,Home Decor,160.98,2.0,321.96,57.95,Paytm,1.8,2025-06-13,08:02:52,Friday
26423,,Kolkata,Male,Household Items,573.32,,5159.88,928.78,Amazon Pay,3.2,2025-03-19,17:24:19,Wednesday
26424,JAB_38,Jabalpur,Male,Health & Wellness,485.66,10.0,4856.6,874.19,PhonePe,1.8,2025-07-15,08:12:28,Tuesday
26425,NAV_33,Navi Mumbai,Male,Dairy Products,113.2,9.0,1018.8,183.38,Credit Card,3.0,2025-01-24,07:26:33,Friday
26426,ALL_34,Allahabad,Female,Bakery,212.5,2.0,425.0,76.5,Mobikwik,1.3,2025-06-23,19:47:11,Monday
26427,DEL_00,Delhi,Female,Beverages,587.74,10.0,5877.4,1057.93,Cash,2.8,2024-07-06,08:28:57,Saturday
26428,AGR_21,Agra,Female,Baby Products,648.25,6.0,3889.5,700.11,PhonePe,2.0,2024-03-10,15:16:09,Sunday
26429,NAS_22,Nashik,Female,Home Decor,804.3,6.0,4825.8,868.64,Mobikwik,2.4,2024-05-20,17:20:44,Monday
26430,GWA_39,,Male,Baby Products,448.46,9.0,4036.14,,Credit Card,2.3,2024-10-05,13:32:42,Saturday
26431,CHA_45,Chandigarh,Male,Dairy Products,666.28,7.0,4663.96,839.51,Debit Card,3.1,2024-11-10,14:14:45,Sunday
26432,NAV_33,Navi Mumbai,Female,Electronics,502.28,3.0,1506.84,271.23,Cash,3.1,2025-02-19,15:10:09,Wednesday
26433,THA_14,Thane,Female,Health & Wellness,437.72,5.0,2188.6,393.95,PhonePe,4.2,2023-08-22,,Tuesday
26434,DEL_00,Delhi,Female,Health & Wellness,245.87,10.0,2458.7,442.57,Cash,2.7,2025-03-04,23:23:34,Tuesday
26435,GHA_19,,Female,Fruits & Vegetables,997.22,5.0,4986.1,897.5,Paytm,2.7,2024-01-04,02:54:24,Thursday
26436,NOI_40,Noida,Male,Frozen Foods,979.32,5.0,4896.6,881.39,Google Pay,3.7,,16:38:33,Sunday
26437,JAB_38,Jabalpur,Male,Household Items,984.03,5.0,4920.15,885.63,Paytm,1.4,2023-12-31,23:08:10,Sunday
26438,AHM_06,Ahmedabad,Female,Health & Wellness,821.24,5.0,4106.2,739.12,Credit Card,3.7,2023-09-15,04:46:04,Friday
26439,KAN_11,Kanpur,Female,Health & Wellness,149.19,5.0,745.95,134.27,Amazon Pay,3.1,2024-02-29,20:40:56,Thursday
26440,IND_13,Indore,Female,Stationery,807.52,5.0,4037.6,726.77,Credit Card,4.9,2024-05-23,14:08:00,Thursday
26441,VAS_27,Vasai,Female,Bakery,910.69,3.0,2732.07,491.77,Debit Card,4.3,2024-12-15,21:14:17,Sunday
26442,RAI_43,Raipur,Male,Snacks,265.28,9.0,2387.52,429.75,Cash,2.0,2025-03-30,01:01:29,Sunday
26443,NOI_40,Noida,Female,Stationery,502.62,2.0,1005.24,180.94,Credit Card,4.9,2024-09-12,12:27:11,Thursday
26444,JAI_08,Jaipur,Female,Fruits & Vegetables,146.95,5.0,734.75,132.25,Credit Card,3.0,2024-10-14,18:10:48,Monday
26445,GHA_19,Ghaziabad,Female,Clothing,240.68,6.0,1444.08,259.93,Mobikwik,2.8,2025-05-09,23:15:03,Friday
26446,NAV_33,Navi Mumbai,Male,Sports Equipment,,10.0,3390.3,610.25,Debit Card,4.1,2025-05-20,23:32:34,Tuesday
26447,,Raipur,Male,Frozen Foods,37.66,6.0,225.96,40.67,Paytm,1.8,2023-09-20,05:22:09,Wednesday
26448,JAB_38,Jabalpur,Male,Dairy Products,296.52,7.0,2075.64,,Google Pay,2.2,2025-03-23,06:39:08,Sunday
26449,RAI_43,Raipur,Female,Sports Equipment,462.63,5.0,2313.15,416.37,Amazon Pay,4.5,2024-09-17,19:01:50,Tuesday
26450,VAS_27,Vasai,,Beverages,46.82,10.0,468.2,84.28,PhonePe,2.1,2024-05-22,06:10:36,Wednesday
26451,BHO_15,Bhopal,Male,Personal Care,30.57,7.0,213.99,38.52,Credit Card,4.2,2024-12-21,17:25:40,Saturday
26452,KAN_11,Kanpur,Male,Fruits & Vegetables,908.99,9.0,8180.91,1472.56,Mobikwik,3.1,2023-10-29,14:00:43,Sunday
26453,IND_13,Indore,Male,Snacks,533.98,3.0,1601.94,288.35,Cash,4.1,2024-02-28,17:18:30,Wednesday
26454,,Hyderabad,Female,Electronics,447.16,10.0,4471.6,804.89,Amazon Pay,1.9,2025-06-04,04:47:35,Wednesday
26455,SUR_09,Surat,Male,Health & Wellness,869.25,9.0,7823.25,1408.18,Amazon Pay,3.6,2024-04-09,18:24:42,Tuesday
26456,NOI_40,Noida,Male,Household Items,645.41,,6454.1,1161.74,Mobikwik,3.3,,12:53:24,Sunday
26457,JOD_41,Jodhpur,Male,Home Decor,98.13,6.0,588.78,105.98,Cash,3.3,2023-11-13,19:00:48,Monday
26458,AMR_32,Amritsar,Female,Health & Wellness,,10.0,1884.3,339.17,Cash,2.2,2023-12-19,06:16:54,Tuesday
26459,SUR_09,Surat,,Fruits & Vegetables,982.34,4.0,3929.36,707.28,Google Pay,2.9,2024-12-30,17:46:35,Monday
26460,GUW_44,,Male,Health & Wellness,179.8,3.0,539.4,,Google Pay,1.4,2024-12-22,07:26:49,
26461,PAT_17,Patna,Female,Dairy Products,264.93,7.0,1854.51,333.81,Mobikwik,1.0,,08:07:09,
26462,NAS_22,Nashik,Male,Dairy Products,766.79,8.0,6134.32,,Mobikwik,,2024-04-10,04:06:26,Wednesday
26463,JAI_08,Jaipur,Female,Bakery,29.22,9.0,262.98,47.34,Debit Card,4.7,2024-01-09,09:32:46,Tuesday
26464,VAD_18,Vadodara,Male,Beverages,766.91,6.0,4601.46,828.26,Credit Card,4.0,2024-07-19,19:00:19,Friday
26465,AUR_30,Aurangabad,Female,Electronics,472.97,10.0,4729.7,851.35,PhonePe,2.5,2023-09-17,12:52:38,Sunday
26466,CHE_03,,Female,Frozen Foods,940.45,9.0,8464.05,1523.53,Paytm,1.4,2024-11-18,03:52:24,Monday
26467,VAD_18,Vadodara,Female,Household Items,508.23,7.0,3557.61,640.37,Mobikwik,1.6,2023-10-29,11:45:18,Sunday
26468,KOL_02,Kolkata,,,197.64,9.0,1778.76,,Paytm,3.1,2024-07-20,04:16:44,Saturday
26469,JOD_41,Jodhpur,Female,Stationery,483.66,,1934.64,348.24,PhonePe,3.1,2025-03-04,19:24:08,Tuesday
26470,ALL_34,Allahabad,Female,Bakery,49.15,2.0,98.3,17.69,Amazon Pay,3.2,2024-10-07,22:50:07,Monday
26471,HUB_47,Hubli–Dharwad,Male,Electronics,208.78,10.0,2087.8,375.8,Debit Card,2.2,2024-03-01,14:43:14,Friday
26472,,Meerut,Female,Bakery,235.03,10.0,2350.3,423.05,Credit Card,2.1,2023-12-29,16:36:02,Friday
26473,AUR_30,Aurangabad,Female,Pet Supplies,980.61,2.0,1961.22,353.02,Debit Card,2.8,2025-07-01,09:13:44,Tuesday
26474,KAN_11,Kanpur,Male,Sports Equipment,466.77,4.0,1867.08,336.07,Google Pay,2.1,2023-12-26,09:57:39,Tuesday
26475,AGR_21,Agra,Male,Sports Equipment,321.74,4.0,1286.96,,Cash,,2025-02-24,16:11:23,Monday
26476,DHA_31,Dhanbad,Male,Bakery,715.67,6.0,4294.02,772.92,Credit Card,4.1,2024-06-02,04:25:06,Sunday
26477,NAG_12,Nagpur,Male,Frozen Foods,421.52,5.0,2107.6,379.37,PhonePe,5.0,2023-08-21,14:10:20,Monday
26478,RAJ_25,Rajkot,Female,Clothing,897.51,1.0,897.51,161.55,Cash,3.2,2024-10-18,23:57:33,Friday
26479,HYD_05,Hyderabad,Male,Baby Products,939.42,3.0,2818.26,507.29,Debit Card,3.9,2024-02-28,12:35:54,Wednesday
26480,AUR_30,Aurangabad,Male,Clothing,179.93,1.0,179.93,,Paytm,,2025-05-01,18:30:56,Thursday
26481,MUM_01,Mumbai,Male,Beverages,183.07,9.0,1647.63,296.57,Google Pay,,2025-02-11,09:25:47,Tuesday
26482,SRI_29,Srinagar,Female,Dairy Products,545.81,2.0,1091.62,196.49,Amazon Pay,2.9,2024-04-18,14:59:50,Thursday
26483,PUN_07,Pune,Female,Stationery,238.71,8.0,1909.68,343.74,,,2025-06-16,00:17:11,Monday
26484,LUC_10,Lucknow,Male,,834.34,9.0,7509.06,1351.63,Cash,3.9,2023-11-03,17:04:24,Friday
26485,,Surat,Female,Stationery,145.17,4.0,580.68,104.52,PhonePe,3.5,2023-12-25,12:25:42,Monday
26486,MUM_01,Mumbai,Male,Clothing,798.99,1.0,798.99,143.82,Amazon Pay,2.5,2025-01-18,11:46:59,Saturday
26487,MEE_24,Meerut,Male,Household Items,319.68,4.0,1278.72,230.17,,4.8,2024-01-13,16:13:15,Saturday
26488,HOW_36,Howrah,,Fruits & Vegetables,916.45,9.0,8248.05,1484.65,Paytm,2.7,2024-12-20,16:38:09,Friday
26489,THA_14,Thane,Female,Sports Equipment,5231.16,70.0,2179.65,392.34,Amazon Pay,1.7,2024-06-09,18:30:14,Sunday
26490,JAI_08,Jaipur,Male,Beverages,332.95,3.0,998.85,179.79,Paytm,3.5,2024-06-16,22:13:01,Sunday
26491,KAN_11,Kanpur,Female,Beverages,943.05,7.0,6601.35,1188.24,Cash,1.4,2023-07-24,18:00:35,Monday
26492,AUR_30,Aurangabad,Male,Household Items,43.65,4.0,174.6,31.43,Cash,4.9,2024-08-23,21:48:02,Friday
26493,GHA_19,Ghaziabad,Male,Stationery,285.78,9.0,2572.02,462.96,Cash,3.6,2025-06-21,20:00:13,Saturday
26494,GUW_44,Guwahati,Male,Bakery,884.2,2.0,1768.4,318.31,Credit Card,3.0,2023-10-26,01:29:03,Thursday
26495,RAJ_25,Rajkot,Female,Home Decor,318.5,4.0,1274.0,229.32,Credit Card,3.2,2023-08-07,17:30:18,Monday
26496,DHA_31,Dhanbad,Male,Health & Wellness,879.7,1.0,879.7,158.35,Credit Card,,2024-10-24,06:16:15,Thursday
26497,MEE_24,Meerut,Female,Health & Wellness,802.77,7.0,5619.39,1011.49,Debit Card,1.3,2024-10-06,21:21:07,
26498,RAN_35,Ranchi,Female,Personal Care,475.77,7.0,3330.39,599.47,PhonePe,1.2,2025-06-01,00:34:14,Sunday
26499,MAD_42,Madurai,Female,Personal Care,648.56,3.0,1945.68,350.22,Cash,4.0,2025-05-03,04:26:25,Saturday
26500,RAN_35,Ranchi,Female,Personal Care,134.34,7.0,940.38,169.27,Mobikwik,1.7,2024-10-23,03:09:43,Wednesday
26501,RAJ_25,Rajkot,Female,Personal Care,531.63,7.0,3721.41,669.85,Credit Card,3.2,2025-02-02,18:04:51,Sunday
26502,RAJ_25,Rajkot,Female,Sports Equipment,351.77,3.0,1055.31,189.96,Credit Card,4.9,2023-09-22,01:40:08,Friday
26503,RAN_35,Ranchi,Female,Frozen Foods,175.39,10.0,,315.7,Credit Card,1.1,2024-08-30,16:04:54,Friday
26504,MUM_01,Mumbai,Male,Frozen Foods,76.8,3.0,230.4,41.47,Google Pay,3.0,2025-03-19,,Wednesday
26505,PUN_07,Pune,Female,Electronics,957.18,3.0,2871.54,516.88,PhonePe,2.3,2025-04-01,06:27:47,
26506,AHM_06,Ahmedabad,Male,Clothing,740.61,7.0,5184.27,933.17,Mobikwik,2.6,2023-09-03,07:20:16,Sunday
26507,HOW_36,Howrah,Female,Sports Equipment,236.35,10.0,,425.43,Debit Card,1.0,,09:11:36,Monday
26508,MEE_24,Meerut,Male,Pet Supplies,723.05,9.0,6507.45,1171.34,Amazon Pay,,2025-01-09,15:19:43,Thursday
26509,HYD_05,Hyderabad,Male,Dairy Products,871.71,10.0,8717.1,1569.08,PhonePe,2.3,,07:59:05,Sunday
26510,RAJ_25,Rajkot,Male,Snacks,472.8,,1418.4,255.31,Credit Card,1.0,2024-11-11,16:41:08,Monday
26511,VAR_28,Varanasi,Female,Health & Wellness,635.57,6.0,3813.42,686.42,Mobikwik,3.3,2025-02-14,23:43:38,
26512,RAJ_25,Rajkot,Female,Clothing,212.36,1.0,212.36,38.22,Debit Card,1.1,2025-04-09,10:15:12,Wednesday
26513,JAB_38,Jabalpur,Female,Home Decor,243.4,9.0,2190.6,394.31,Mobikwik,2.3,2025-02-20,01:29:20,Thursday
26514,PAT_17,,Female,Household Items,639.12,2.0,,230.08,Mobikwik,2.7,2024-09-02,05:54:47,Monday
26515,MAD_42,Madurai,Male,Snacks,366.2,7.0,2563.4,461.41,PhonePe,2.1,2024-03-23,18:27:41,Saturday
26516,PAT_17,Patna,Male,Home Decor,510.31,9.0,4592.79,826.7,Google Pay,4.3,2023-09-08,17:01:22,Friday
26517,THA_14,Thane,Male,Personal Care,936.06,8.0,7488.48,1347.93,Google Pay,1.2,2023-07-26,15:38:56,Wednesday
26518,THA_14,Thane,Female,Clothing,922.29,2.0,1844.58,332.02,PhonePe,4.7,2025-05-03,06:15:11,Saturday
26519,JAB_38,Jabalpur,Female,Beverages,692.4,10.0,6924.0,1246.32,PhonePe,1.7,2024-11-17,00:48:05,Sunday
26520,THA_14,Thane,Female,Baby Products,54.21,7.0,379.47,68.3,PhonePe,1.2,2023-10-12,01:10:14,Thursday
26521,RAN_35,Ranchi,Female,Stationery,798.86,7.0,5592.02,1006.56,Cash,4.5,2024-06-18,08:53:25,Tuesday
26522,PAT_17,Patna,Female,Fruits & Vegetables,343.74,3.0,1031.22,185.62,,4.1,2025-03-30,05:59:13,Sunday
26523,VAR_28,Varanasi,Female,Fruits & Vegetables,833.44,7.0,5834.08,1050.13,Debit Card,4.4,2025-03-29,,Saturday
26524,HUB_47,Hubli–Dharwad,Female,Personal Care,536.71,3.0,1610.13,289.82,Paytm,1.6,2025-07-09,02:44:53,Wednesday
26525,SUR_09,Surat,Male,Dairy Products,87.14,1.0,87.14,15.69,Amazon Pay,4.4,2025-04-29,12:24:15,Tuesday
26526,SUR_09,Surat,Female,Bakery,390.42,6.0,2342.52,421.65,Cash,1.9,2024-11-15,15:57:37,
26527,GWA_39,Gwalior,Female,Health & Wellness,906.72,7.0,6347.04,1142.47,Google Pay,4.8,2023-08-02,12:24:42,Wednesday
26528,COI_37,Coimbatore,Female,Bakery,334.5,4.0,1338.0,240.84,Amazon Pay,4.7,2025-03-07,20:48:18,Friday
26529,CHE_03,Chennai,Female,Clothing,963.34,1.0,963.34,173.4,,4.7,2025-06-22,08:58:59,
26530,,Ranchi,Male,Health & Wellness,224.93,4.0,,161.95,,2.4,2023-09-10,,Sunday
26531,,Agra,Female,Snacks,901.38,3.0,2704.14,486.75,Google Pay,2.1,2024-08-05,15:26:07,Monday
26532,THA_14,Thane,Male,Baby Products,653.65,7.0,4575.55,823.6,Google Pay,1.4,,15:14:26,Thursday
26533,AMR_32,Amritsar,Male,Household Items,239.98,6.0,1439.88,259.18,Amazon Pay,2.5,2023-08-17,08:36:31,Thursday
26534,HUB_47,Hubli–Dharwad,Female,Sports Equipment,597.28,2.0,1194.56,215.02,PhonePe,1.6,2024-08-03,09:41:56,Saturday
26535,NAS_22,Nashik,Male,,971.19,10.0,9711.9,1748.14,Paytm,4.7,2024-02-06,13:27:21,Tuesday
26536,SUR_09,Surat,Male,Snacks,363.01,3.0,1089.03,196.03,Paytm,3.0,2023-08-27,07:20:03,Sunday
26537,MUM_01,Mumbai,Female,Clothing,,5.0,4473.4,805.21,Paytm,1.5,2024-12-14,06:24:00,Saturday
26538,NAV_33,Navi Mumbai,Female,Electronics,478.5,5.0,2392.5,430.65,Cash,3.5,2024-12-26,06:28:21,Thursday
26539,COI_37,Coimbatore,,Pet Supplies,703.69,2.0,1407.38,253.33,Mobikwik,2.3,2024-12-18,03:10:32,Wednesday
26540,VAD_18,Vadodara,Male,Pet Supplies,429.23,4.0,1716.92,309.05,Debit Card,4.3,2024-09-16,10:12:01,Monday
26541,CHA_45,Chandigarh,Female,Dairy Products,800.66,4.0,3202.64,576.48,Google Pay,,2024-10-03,,Thursday
26542,JAB_38,Jabalpur,Female,Fruits & Vegetables,10394.04,84.0,5197.02,,Credit Card,1.3,2024-06-24,21:41:01,Monday
26543,KAN_11,Kanpur,Male,Bakery,8836.8,28.0,1472.8,265.1,Amazon Pay,2.0,2024-07-14,22:07:13,Sunday
26544,SOL_46,Solapur,,Personal Care,502.88,9.0,4525.92,814.67,Paytm,2.8,2025-06-03,15:10:10,Tuesday
26545,JAI_08,Jaipur,Female,Stationery,362.68,8.0,2901.44,522.26,Credit Card,4.1,2025-02-03,08:11:05,Monday
26546,GUW_44,Guwahati,Male,Bakery,555.85,4.0,2223.4,,Paytm,3.5,2023-11-29,22:12:13,Wednesday
26547,GUW_44,Guwahati,Female,Clothing,913.3,,8219.7,1479.55,Google Pay,,2024-07-29,09:23:57,Monday
26548,VAR_28,Varanasi,,Beverages,925.07,1.0,925.07,166.51,Paytm,2.2,2025-01-28,01:02:57,Tuesday
26549,HOW_36,Howrah,Male,Health & Wellness,76.23,4.0,304.92,54.89,Debit Card,4.6,2024-01-16,06:22:14,Tuesday
26550,VIS_16,Visakhapatnam,Male,Fruits & Vegetables,817.67,8.0,6541.36,,Credit Card,1.9,2023-08-30,21:51:43,Wednesday
26551,NAG_12,Nagpur,Male,Health & Wellness,55.52,10.0,,99.94,Google Pay,3.9,2024-08-21,14:48:25,Wednesday
26552,RAN_35,Ranchi,Male,Health & Wellness,364.46,9.0,3280.14,590.43,Amazon Pay,,2024-10-02,10:10:00,Wednesday
26553,NAV_33,Navi Mumbai,Female,Frozen Foods,400.33,3.0,1200.99,216.18,Cash,1.2,2024-06-17,18:47:23,Monday
26554,,Patna,Female,Snacks,516.49,7.0,3615.43,650.78,Mobikwik,1.2,2025-04-25,22:40:47,Friday
26555,VAR_28,,Male,Beverages,328.99,2.0,,118.44,Paytm,1.1,2025-05-10,11:02:47,Saturday
26556,NAS_22,Nashik,Female,Bakery,182.66,4.0,730.64,131.52,Google Pay,,2023-10-27,10:08:29,Friday
26557,VAS_27,Vasai,Female,Clothing,603.56,4.0,2414.24,434.56,Amazon Pay,4.9,,12:45:07,Saturday
26558,AGR_21,Agra,Male,Stationery,692.35,7.0,4846.45,872.36,Credit Card,4.3,2025-03-14,17:37:22,Friday
26559,LUD_20,Ludhiana,Male,Personal Care,876.02,10.0,8760.2,1576.84,Paytm,2.6,2024-09-12,00:22:50,Thursday
26560,JAI_08,Jaipur,Female,Electronics,654.63,6.0,3927.78,707.0,Mobikwik,1.4,2024-10-04,21:34:54,Friday
26561,RAI_43,Raipur,Female,Stationery,578.82,2.0,1157.64,208.38,Credit Card,4.4,2025-04-15,23:51:56,Tuesday
26562,HOW_36,Howrah,Female,Household Items,801.9,2.0,1603.8,288.68,Cash,1.8,2025-04-06,01:12:16,Sunday
26563,VAD_18,Vadodara,Male,Bakery,855.41,3.0,,,PhonePe,2.6,2025-03-10,04:29:08,Monday
26564,THA_14,Thane,Female,Stationery,968.25,6.0,5809.5,1045.71,Debit Card,4.5,2024-08-05,02:19:19,Monday
26565,JAB_38,Jabalpur,Male,Household Items,862.6,6.0,5175.6,,PhonePe,3.9,2024-02-02,07:56:09,Friday
26566,DEL_00,Delhi,Male,Home Decor,747.08,7.0,5229.56,941.32,Paytm,1.5,2023-07-30,18:26:24,Sunday
26567,LUC_10,Lucknow,Female,Pet Supplies,313.76,2.0,,112.95,Amazon Pay,2.0,2024-11-11,05:58:49,Monday
26568,SOL_46,Solapur,Female,Beverages,129.47,9.0,1165.23,209.74,,3.7,2023-08-15,16:23:43,Tuesday
26569,IND_13,Indore,Female,Bakery,456.94,4.0,1827.76,329.0,Credit Card,1.5,2025-04-05,01:45:19,Saturday
26570,VAD_18,Vadodara,,Stationery,,3.0,1209.81,217.77,Paytm,2.0,2024-06-12,02:45:03,Wednesday
26571,SOL_46,Solapur,Female,Frozen Foods,647.04,1.0,647.04,116.47,,4.2,,06:31:18,Friday
26572,COI_37,Coimbatore,,Beverages,507.55,7.0,3552.85,639.51,Mobikwik,2.2,2025-06-01,12:01:07,Sunday
26573,MEE_24,Meerut,Female,Dairy Products,694.0,4.0,2776.0,499.68,Paytm,2.6,2024-11-24,21:42:31,Sunday
26574,AMR_32,Amritsar,Female,Personal Care,,3.0,81.87,14.74,Mobikwik,1.3,2023-08-03,23:04:00,
26575,HOW_36,Howrah,Female,Bakery,690.01,2.0,1380.02,248.4,Credit Card,1.8,2023-07-28,02:38:50,Friday
26576,KAN_11,Kanpur,Male,Dairy Products,,3.0,2819.94,507.59,PhonePe,1.3,2024-08-14,05:24:37,Wednesday
26577,LUC_10,Lucknow,Female,Snacks,839.11,1.0,839.11,151.04,Amazon Pay,3.1,2024-03-27,21:16:46,Wednesday
26578,IND_13,Indore,Male,,314.95,2.0,629.9,113.38,Debit Card,4.3,,03:44:12,Sunday
26579,MUM_01,Mumbai,Female,Stationery,517.88,6.0,3107.28,559.31,Debit Card,4.0,2024-10-14,08:51:41,Monday
26580,JOD_41,Jodhpur,Female,Household Items,568.16,4.0,2272.64,409.08,Google Pay,1.4,2024-11-14,18:07:44,Thursday
26581,LUC_10,Lucknow,Male,Household Items,732.31,3.0,2196.93,395.45,Amazon Pay,2.0,2025-03-29,23:23:41,Saturday
26582,HOW_36,Howrah,Female,Clothing,454.8,10.0,4548.0,818.64,Cash,4.9,2025-02-09,06:34:11,Sunday
26583,VAD_18,Vadodara,Male,Pet Supplies,20.45,3.0,,11.04,Debit Card,1.5,2024-04-07,,Sunday
26584,LUC_10,,Female,Home Decor,509.61,7.0,3567.27,642.11,PhonePe,2.2,2025-01-08,22:10:42,Wednesday
26585,AGR_21,Agra,Male,Pet Supplies,114.27,3.0,342.81,61.71,Amazon Pay,1.5,2023-12-15,23:37:58,Friday
26586,KOL_02,Kolkata,Female,Clothing,787.79,10.0,7877.9,1418.02,Debit Card,4.4,2023-09-29,15:05:17,Friday
26587,LUC_10,Lucknow,Female,Household Items,80.88,6.0,485.28,87.35,Paytm,2.8,2025-01-27,12:17:21,Monday
26588,MEE_24,Meerut,Female,Snacks,293.03,2.0,586.06,,PhonePe,4.2,2025-04-14,02:20:49,Monday
26589,DEL_00,Delhi,,Sports Equipment,884.69,1.0,884.69,159.24,Amazon Pay,1.2,2025-05-10,16:03:02,Saturday
26590,SRI_29,Srinagar,Female,Household Items,,112.0,1915.12,344.72,Paytm,2.0,2024-11-30,06:16:58,Saturday
26591,,Chandigarh,Male,Health & Wellness,893.67,4.0,3574.68,643.44,PhonePe,2.2,2025-04-18,05:44:52,Friday
26592,MAD_42,Madurai,Male,Baby Products,576.95,6.0,3461.7,623.11,Paytm,2.8,2025-07-17,07:10:07,Thursday
26593,AGR_21,Agra,Female,Health & Wellness,269.87,7.0,1889.09,340.04,Paytm,3.5,2024-03-08,01:19:22,Friday
26594,THA_14,Thane,Female,Bakery,1770.96,140.0,1475.8,265.64,PhonePe,4.9,2024-03-14,19:30:09,
26595,SUR_09,Surat,Male,Pet Supplies,446.13,6.0,2676.78,481.82,Google Pay,4.9,2023-09-06,20:04:46,Wednesday
26596,KAN_11,Kanpur,Male,Clothing,463.55,2.0,927.1,,Paytm,4.8,2024-12-02,23:46:06,Monday
26597,KAN_11,Kanpur,Male,Baby Products,747.55,9.0,6727.95,1211.03,PhonePe,3.2,2023-11-12,15:23:00,Sunday
26598,AUR_30,Aurangabad,Male,Baby Products,997.58,3.0,2992.74,538.69,Debit Card,3.9,2023-08-14,02:57:01,Monday
26599,FAR_23,Faridabad,Male,Clothing,730.76,10.0,7307.6,1315.37,Paytm,1.8,2025-02-04,08:09:03,Tuesday
26600,DHA_31,Dhanbad,Male,Stationery,758.13,6.0,4548.78,818.78,Mobikwik,2.1,2025-05-21,14:55:45,Wednesday
